7-111-R.toTranscriptome.sort	7-7-R.toTranscriptome.sort
ENSMUST00000094657	ENSMUST00000049308
ENSMUST00000078156	ENSMUST00000167111
ENSMUST00000155676	ENSMUST00000110476
ENSMUST00000155998	ENSMUST00000109943
ENSMUST00000096246	ENSMUST00000069107
ENSMUST00000031367	ENSMUST00000019317
ENSMUST00000022257	ENSMUST00000166664
ENSMUST00000212923	ENSMUST00000073029
ENSMUST00000031513	ENSMUST00000113675
ENSMUST00000027768	ENSMUST00000071207
ENSMUST00000189268	ENSMUST00000030791
ENSMUST00000078286	ENSMUST00000028241
ENSMUST00000028225	ENSMUST00000112066
ENSMUST00000097772	ENSMUST00000021379
ENSMUST00000094782	ENSMUST00000025511
ENSMUST00000059515	ENSMUST00000093923
ENSMUST00000212681	ENSMUST00000053594
ENSMUST00000121799	ENSMUST00000103084
ENSMUST00000029676	ENSMUST00000108428
ENSMUST00000171561	ENSMUST00000027241
ENSMUST00000067936	ENSMUST00000082418
ENSMUST00000021667	ENSMUST00000107722
ENSMUST00000103224	ENSMUST00000095187
ENSMUST00000112588	ENSMUST00000094578
ENSMUST00000029652	ENSMUST00000106613
ENSMUST00000032372	ENSMUST00000179218
ENSMUST00000174548	ENSMUST00000187040
ENSMUST00000114664	ENSMUST00000105364
ENSMUST00000015858	ENSMUST00000030884
ENSMUST00000096495	ENSMUST00000038211
ENSMUST00000097715	ENSMUST00000079121
ENSMUST00000033133	ENSMUST00000025918
ENSMUST00000173078	ENSMUST00000115342
ENSMUST00000045174	ENSMUST00000019631
ENSMUST00000028599	ENSMUST00000021046
ENSMUST00000088717	ENSMUST00000165365
ENSMUST00000211939	ENSMUST00000102748
ENSMUST00000090212	ENSMUST00000034905
ENSMUST00000179852	ENSMUST00000172132
ENSMUST00000044207	ENSMUST00000059372
ENSMUST00000005406	ENSMUST00000021450
ENSMUST00000072080	ENSMUST00000022663
ENSMUST00000064347	ENSMUST00000127569
ENSMUST00000053959	ENSMUST00000161241
ENSMUST00000022855	ENSMUST00000079693
ENSMUST00000070673	ENSMUST00000180180
ENSMUST00000035850	ENSMUST00000093901
ENSMUST00000047978	ENSMUST00000102746
ENSMUST00000043589	ENSMUST00000023146
ENSMUST00000102758	ENSMUST00000005234
ENSMUST00000017090	ENSMUST00000068282
ENSMUST00000042312	ENSMUST00000003318
ENSMUST00000108322	ENSMUST00000112059
ENSMUST00000004208	ENSMUST00000004173
ENSMUST00000043680	ENSMUST00000090339
ENSMUST00000109910	ENSMUST00000034777
ENSMUST00000112294	ENSMUST00000118535
ENSMUST00000170217	ENSMUST00000086430
ENSMUST00000062125	ENSMUST00000028071
ENSMUST00000044721	ENSMUST00000020485
ENSMUST00000002979	ENSMUST00000101225
ENSMUST00000113820	ENSMUST00000022716
ENSMUST00000055244	ENSMUST00000047762
ENSMUST00000033020	ENSMUST00000003434
ENSMUST00000040853	ENSMUST00000178636
ENSMUST00000008748	ENSMUST00000023057
ENSMUST00000028977	ENSMUST00000019998
ENSMUST00000084985	ENSMUST00000107358
ENSMUST00000034377	ENSMUST00000118209
ENSMUST00000162733	ENSMUST00000026227
ENSMUST00000038890	ENSMUST00000121153
ENSMUST00000043937	ENSMUST00000006470
ENSMUST00000209500	ENSMUST00000106033
ENSMUST00000050063	ENSMUST00000056937
ENSMUST00000090006	ENSMUST00000034698
ENSMUST00000031653	ENSMUST00000088615
ENSMUST00000057337	ENSMUST00000041377
ENSMUST00000059286	ENSMUST00000046514
ENSMUST00000162003	ENSMUST00000030127
ENSMUST00000184035	ENSMUST00000020580
ENSMUST00000179592	ENSMUST00000075144
ENSMUST00000080880	ENSMUST00000068700
ENSMUST00000074669	ENSMUST00000007482
ENSMUST00000061179	ENSMUST00000018755
ENSMUST00000026425	ENSMUST00000008907
ENSMUST00000114551	ENSMUST00000170759
ENSMUST00000066489	ENSMUST00000072329
ENSMUST00000043235	ENSMUST00000101339
ENSMUST00000029142	ENSMUST00000034868
ENSMUST00000038406	ENSMUST00000041640
ENSMUST00000108623	ENSMUST00000131384
ENSMUST00000020334	ENSMUST00000084115
ENSMUST00000034488	ENSMUST00000048010
ENSMUST00000034591	ENSMUST00000052120
ENSMUST00000081064	ENSMUST00000027554
ENSMUST00000025631	ENSMUST00000058997
ENSMUST00000056931	ENSMUST00000121674
ENSMUST00000080001	ENSMUST00000054052
ENSMUST00000072581	ENSMUST00000039013
ENSMUST00000022282	ENSMUST00000166468
ENSMUST00000028279	ENSMUST00000034429
ENSMUST00000037198	ENSMUST00000062370
ENSMUST00000020340	ENSMUST00000160359
ENSMUST00000002284	ENSMUST00000074628
ENSMUST00000163119	ENSMUST00000125704
ENSMUST00000060092	ENSMUST00000114988
ENSMUST00000052449	ENSMUST00000044019
ENSMUST00000034859	ENSMUST00000118717
ENSMUST00000154679	ENSMUST00000113557
ENSMUST00000200527	ENSMUST00000027743
ENSMUST00000207889	ENSMUST00000037472
ENSMUST00000019939	ENSMUST00000067268
ENSMUST00000062525	ENSMUST00000091708
ENSMUST00000151288	ENSMUST00000050248
ENSMUST00000112693	ENSMUST00000210489
ENSMUST00000030289	ENSMUST00000025833
ENSMUST00000097442	ENSMUST00000128616
ENSMUST00000001592	ENSMUST00000212590
ENSMUST00000161758	ENSMUST00000021173
ENSMUST00000029158	ENSMUST00000081838
ENSMUST00000048192	ENSMUST00000119527
ENSMUST00000153735	ENSMUST00000074240
ENSMUST00000051950	ENSMUST00000084621
ENSMUST00000035010	ENSMUST00000115160
ENSMUST00000068031	ENSMUST00000079414
ENSMUST00000020523	ENSMUST00000115638
ENSMUST00000022469	ENSMUST00000173731
ENSMUST00000064393	ENSMUST00000177390
ENSMUST00000027797	ENSMUST00000109539
ENSMUST00000169826	ENSMUST00000114821
ENSMUST00000021203	ENSMUST00000071564
ENSMUST00000102689	ENSMUST00000018577
ENSMUST00000036996	ENSMUST00000072866
ENSMUST00000038116	ENSMUST00000113460
ENSMUST00000036759	ENSMUST00000052266
ENSMUST00000115453	ENSMUST00000208423
ENSMUST00000026506	ENSMUST00000102611
ENSMUST00000025075	ENSMUST00000021512
ENSMUST00000064795	ENSMUST00000021359
ENSMUST00000143467	ENSMUST00000052556
ENSMUST00000046983	ENSMUST00000031985
ENSMUST00000084519	ENSMUST00000058030
ENSMUST00000106251	ENSMUST00000093040
ENSMUST00000031250	ENSMUST00000044620
ENSMUST00000107539	ENSMUST00000045737
ENSMUST00000023100	ENSMUST00000033001
ENSMUST00000025779	ENSMUST00000002466
ENSMUST00000021920	ENSMUST00000050328
ENSMUST00000033282	ENSMUST00000033805
ENSMUST00000032492	ENSMUST00000094481
ENSMUST00000209984	ENSMUST00000201321
ENSMUST00000048678	ENSMUST00000114754
ENSMUST00000062181	ENSMUST00000100026
ENSMUST00000050646	ENSMUST00000029446
ENSMUST00000168645	ENSMUST00000120847
ENSMUST00000020085	ENSMUST00000044598
ENSMUST00000028199	ENSMUST00000033913
ENSMUST00000110030	ENSMUST00000028350
ENSMUST00000025684	ENSMUST00000205568
ENSMUST00000034761	ENSMUST00000084881
ENSMUST00000032398	ENSMUST00000089058
ENSMUST00000074043	ENSMUST00000029013
ENSMUST00000020551	ENSMUST00000022865
ENSMUST00000025547	ENSMUST00000029435
ENSMUST00000022499	ENSMUST00000129339
ENSMUST00000025930	ENSMUST00000037260
ENSMUST00000111285	ENSMUST00000084124
ENSMUST00000077093	ENSMUST00000105229
ENSMUST00000096109	ENSMUST00000102660
ENSMUST00000006565	ENSMUST00000034920
ENSMUST00000031779	ENSMUST00000016670
ENSMUST00000029912	ENSMUST00000021362
ENSMUST00000044954	ENSMUST00000034349
ENSMUST00000023231	ENSMUST00000022147
ENSMUST00000022378	ENSMUST00000080517
ENSMUST00000040523	ENSMUST00000039991
ENSMUST00000177068	ENSMUST00000031287
ENSMUST00000065304	ENSMUST00000116514
ENSMUST00000041388	ENSMUST00000034136
ENSMUST00000039374	ENSMUST00000171737
ENSMUST00000036381	ENSMUST00000082429
ENSMUST00000103018	ENSMUST00000117446
ENSMUST00000039373	ENSMUST00000110959
ENSMUST00000113864	ENSMUST00000105421
ENSMUST00000061444	ENSMUST00000107060
ENSMUST00000040010	ENSMUST00000115384
ENSMUST00000029722	ENSMUST00000027189
ENSMUST00000102744	ENSMUST00000193398
ENSMUST00000035121	ENSMUST00000035069
ENSMUST00000033929	ENSMUST00000170190
ENSMUST00000111608	ENSMUST00000033264
ENSMUST00000115390	ENSMUST00000161592
ENSMUST00000170141	ENSMUST00000046463
ENSMUST00000039303	ENSMUST00000025847
ENSMUST00000037633	ENSMUST00000115681
ENSMUST00000015239	ENSMUST00000035155
ENSMUST00000112913	ENSMUST00000115628
ENSMUST00000159704	ENSMUST00000037499
ENSMUST00000043865	ENSMUST00000012679
ENSMUST00000000348	ENSMUST00000111820
ENSMUST00000043313	ENSMUST00000033184
ENSMUST00000091466	ENSMUST00000210676
ENSMUST00000055195	ENSMUST00000047899
ENSMUST00000154111	ENSMUST00000067630
ENSMUST00000022087	ENSMUST00000102493
ENSMUST00000186075	ENSMUST00000110815
ENSMUST00000067760	ENSMUST00000068856
ENSMUST00000089377	ENSMUST00000122965
ENSMUST00000020238	ENSMUST00000023343
ENSMUST00000115749	ENSMUST00000166823
ENSMUST00000053819	ENSMUST00000027247
ENSMUST00000001975	ENSMUST00000067543
ENSMUST00000100203	ENSMUST00000029871
ENSMUST00000031793	ENSMUST00000028595
ENSMUST00000114848	ENSMUST00000044200
ENSMUST00000109035	ENSMUST00000002487
ENSMUST00000047906	ENSMUST00000004050
ENSMUST00000109214	ENSMUST00000036865
ENSMUST00000066296	ENSMUST00000005620
ENSMUST00000023071	ENSMUST00000025350
ENSMUST00000075872	ENSMUST00000037726
ENSMUST00000032735	ENSMUST00000040330
ENSMUST00000060710	ENSMUST00000167619
ENSMUST00000146451	ENSMUST00000165576
ENSMUST00000146590	ENSMUST00000149154
ENSMUST00000023561	ENSMUST00000071889
ENSMUST00000024709	ENSMUST00000105520
ENSMUST00000112173	ENSMUST00000120573
ENSMUST00000079724	ENSMUST00000055128
ENSMUST00000019950	ENSMUST00000027488
ENSMUST00000028392	ENSMUST00000217198
ENSMUST00000085856	ENSMUST00000109865
ENSMUST00000026624	ENSMUST00000154617
ENSMUST00000018466	ENSMUST00000186239
ENSMUST00000046207	ENSMUST00000027394
ENSMUST00000180095	ENSMUST00000051698
ENSMUST00000102948	ENSMUST00000027521
ENSMUST00000013931	ENSMUST00000030121
ENSMUST00000035785	ENSMUST00000135941
ENSMUST00000065134	ENSMUST00000005705
ENSMUST00000074963	ENSMUST00000074267
ENSMUST00000101018	ENSMUST00000055117
ENSMUST00000073261	ENSMUST00000026256
ENSMUST00000030257	ENSMUST00000012580
ENSMUST00000035237	ENSMUST00000028802
ENSMUST00000064667	ENSMUST00000112862
ENSMUST00000163139	ENSMUST00000170633
ENSMUST00000114985	ENSMUST00000076891
ENSMUST00000044423	ENSMUST00000109896
ENSMUST00000032501	ENSMUST00000177236
ENSMUST00000029179	ENSMUST00000110416
ENSMUST00000042724	ENSMUST00000117189
ENSMUST00000098470	ENSMUST00000068664
ENSMUST00000029569	ENSMUST00000103164
ENSMUST00000030841	ENSMUST00000033934
ENSMUST00000121142	ENSMUST00000066532
ENSMUST00000032078	ENSMUST00000028892
ENSMUST00000057792	ENSMUST00000110806
ENSMUST00000059250	ENSMUST00000152782
ENSMUST00000039571	ENSMUST00000031617
ENSMUST00000035055	ENSMUST00000038332
ENSMUST00000030117	ENSMUST00000049246
ENSMUST00000033797	ENSMUST00000029565
ENSMUST00000096240	ENSMUST00000166497
ENSMUST00000039205	ENSMUST00000111171
ENSMUST00000000349	ENSMUST00000025101
ENSMUST00000103118	ENSMUST00000060987
ENSMUST00000028769	ENSMUST00000032185
ENSMUST00000202421	ENSMUST00000030849
ENSMUST00000023225	ENSMUST00000047883
ENSMUST00000087031	ENSMUST00000036807
ENSMUST00000112320	ENSMUST00000052946
ENSMUST00000031117	ENSMUST00000106061
ENSMUST00000109556	ENSMUST00000020655
ENSMUST00000116412	ENSMUST00000003911
ENSMUST00000020358	ENSMUST00000119172
ENSMUST00000038096	ENSMUST00000027571
ENSMUST00000090300	ENSMUST00000170116
ENSMUST00000099498	ENSMUST00000210682
ENSMUST00000037977	ENSMUST00000031388
ENSMUST00000179285	ENSMUST00000064941
ENSMUST00000020579	ENSMUST00000113199
ENSMUST00000031750	ENSMUST00000013299
ENSMUST00000020484	ENSMUST00000061826
ENSMUST00000209034	ENSMUST00000107846
ENSMUST00000138166	ENSMUST00000048807
ENSMUST00000000365	ENSMUST00000045923
ENSMUST00000140299	ENSMUST00000055844
ENSMUST00000211933	ENSMUST00000045351
ENSMUST00000020886	ENSMUST00000026560
ENSMUST00000078079	ENSMUST00000033570
ENSMUST00000047328	ENSMUST00000096243
ENSMUST00000029948	ENSMUST00000068975
ENSMUST00000053686	ENSMUST00000033899
ENSMUST00000110457	ENSMUST00000021183
ENSMUST00000061772	ENSMUST00000184616
ENSMUST00000066496	ENSMUST00000021048
ENSMUST00000034400	ENSMUST00000030731
ENSMUST00000164416	ENSMUST00000111252
ENSMUST00000060232	ENSMUST00000015796
ENSMUST00000113235	ENSMUST00000103184
ENSMUST00000037315	ENSMUST00000014065
ENSMUST00000030404	ENSMUST00000089162
ENSMUST00000059662	ENSMUST00000105046
ENSMUST00000128187	ENSMUST00000025394
ENSMUST00000018470	ENSMUST00000185419
ENSMUST00000037947	ENSMUST00000015981
ENSMUST00000102503	ENSMUST00000216063
ENSMUST00000020830	ENSMUST00000027517
ENSMUST00000106752	ENSMUST00000161490
ENSMUST00000032585	ENSMUST00000030140
ENSMUST00000170202	ENSMUST00000045697
ENSMUST00000118316	ENSMUST00000019067
ENSMUST00000002291	ENSMUST00000019917
ENSMUST00000125366	ENSMUST00000169064
ENSMUST00000065928	ENSMUST00000058488
ENSMUST00000041374	ENSMUST00000014920
ENSMUST00000041905	ENSMUST00000046045
ENSMUST00000112691	ENSMUST00000113952
ENSMUST00000172387	ENSMUST00000179265
ENSMUST00000182533	ENSMUST00000173320
ENSMUST00000000707	ENSMUST00000114491
ENSMUST00000165335	ENSMUST00000025718
ENSMUST00000004326	ENSMUST00000001595
ENSMUST00000106406	ENSMUST00000046839
ENSMUST00000030914	ENSMUST00000025439
ENSMUST00000021929	ENSMUST00000209467
ENSMUST00000120389	ENSMUST00000102971
ENSMUST00000206561	ENSMUST00000026410
ENSMUST00000020049	ENSMUST00000066559
ENSMUST00000075249	ENSMUST00000028083
ENSMUST00000031492	ENSMUST00000043893
ENSMUST00000075666	ENSMUST00000114723
ENSMUST00000110725	ENSMUST00000027285
ENSMUST00000024575	ENSMUST00000017620
ENSMUST00000018353	ENSMUST00000048706
ENSMUST00000108378	ENSMUST00000031333
ENSMUST00000032196	ENSMUST00000074259
ENSMUST00000037739	ENSMUST00000057525
ENSMUST00000021001	ENSMUST00000014389
ENSMUST00000062806	ENSMUST00000020640
ENSMUST00000006462	ENSMUST00000171238
ENSMUST00000099087	ENSMUST00000062678
ENSMUST00000031805	ENSMUST00000077548
ENSMUST00000025704	ENSMUST00000167946
ENSMUST00000198140	ENSMUST00000115028
ENSMUST00000022614	ENSMUST00000040219
ENSMUST00000169453	ENSMUST00000020649
ENSMUST00000023491	ENSMUST00000028552
ENSMUST00000035043	ENSMUST00000023707
ENSMUST00000043464	ENSMUST00000059390
ENSMUST00000003529	ENSMUST00000088644
ENSMUST00000067563	ENSMUST00000108656
ENSMUST00000111214	ENSMUST00000027279
ENSMUST00000088737	ENSMUST00000050234
ENSMUST00000098331	ENSMUST00000102969
ENSMUST00000195015	ENSMUST00000046426
ENSMUST00000187048	ENSMUST00000086932
ENSMUST00000044106	ENSMUST00000216508
ENSMUST00000058470	ENSMUST00000114875
ENSMUST00000100399	ENSMUST00000019908
ENSMUST00000134661	ENSMUST00000020835
ENSMUST00000057015	ENSMUST00000023363
ENSMUST00000061850	ENSMUST00000021930
ENSMUST00000211214	ENSMUST00000026846
ENSMUST00000033519	ENSMUST00000166836
ENSMUST00000032555	ENSMUST00000017530
ENSMUST00000031091	ENSMUST00000023924
ENSMUST00000162864	ENSMUST00000070118
ENSMUST00000020530	ENSMUST00000110031
ENSMUST00000167918	ENSMUST00000046316
ENSMUST00000036561	ENSMUST00000035170
ENSMUST00000087341	ENSMUST00000127442
ENSMUST00000022230	ENSMUST00000038760
ENSMUST00000060711	ENSMUST00000066475
ENSMUST00000169701	ENSMUST00000053766
ENSMUST00000110455	ENSMUST00000074575
ENSMUST00000170518	ENSMUST00000022217
ENSMUST00000035565	ENSMUST00000033044
ENSMUST00000065977	ENSMUST00000005616
ENSMUST00000028005	ENSMUST00000110691
ENSMUST00000022971	ENSMUST00000004985
ENSMUST00000046122	ENSMUST00000023265
ENSMUST00000194563	ENSMUST00000123082
ENSMUST00000159759	ENSMUST00000049470
ENSMUST00000025406	ENSMUST00000181504
ENSMUST00000111569	ENSMUST00000035635
ENSMUST00000034458	ENSMUST00000030642
ENSMUST00000085635	ENSMUST00000072334
ENSMUST00000147712	ENSMUST00000054220
ENSMUST00000020962	ENSMUST00000028252
ENSMUST00000004054	ENSMUST00000098576
ENSMUST00000040992	ENSMUST00000021282
ENSMUST00000040154	ENSMUST00000155579
ENSMUST00000034960	ENSMUST00000041852
ENSMUST00000057669	ENSMUST00000105411
ENSMUST00000166411	ENSMUST00000197531
ENSMUST00000033811	ENSMUST00000165320
ENSMUST00000041621	ENSMUST00000084882
ENSMUST00000040580	ENSMUST00000095753
ENSMUST00000067496	ENSMUST00000056677
ENSMUST00000108249	ENSMUST00000105525
ENSMUST00000021425	ENSMUST00000044776
ENSMUST00000038830	ENSMUST00000038684
ENSMUST00000032157	ENSMUST00000106245
ENSMUST00000026188	ENSMUST00000002064
ENSMUST00000004470	ENSMUST00000027257
ENSMUST00000029480	ENSMUST00000067784
ENSMUST00000016901	ENSMUST00000022169
ENSMUST00000102588	ENSMUST00000015435
ENSMUST00000029453	ENSMUST00000140164
ENSMUST00000030427	ENSMUST00000032570
ENSMUST00000163605	ENSMUST00000049411
ENSMUST00000022496	ENSMUST00000102636
ENSMUST00000089302	ENSMUST00000017694
ENSMUST00000067215	ENSMUST00000146233
ENSMUST00000086471	ENSMUST00000118282
ENSMUST00000044048	ENSMUST00000025217
ENSMUST00000036647	ENSMUST00000027752
ENSMUST00000119161	ENSMUST00000020099
ENSMUST00000018212	ENSMUST00000165460
ENSMUST00000177588	ENSMUST00000075759
ENSMUST00000063396	ENSMUST00000112304
ENSMUST00000049091	ENSMUST00000051572
ENSMUST00000027580	ENSMUST00000019482
ENSMUST00000048642	ENSMUST00000057557
ENSMUST00000168434	ENSMUST00000033695
ENSMUST00000031838	ENSMUST00000020149
ENSMUST00000025561	ENSMUST00000038488
ENSMUST00000049074	ENSMUST00000025065
ENSMUST00000031029	ENSMUST00000108832
ENSMUST00000179297	ENSMUST00000030191
ENSMUST00000041761	ENSMUST00000006669
ENSMUST00000102545	ENSMUST00000088233
ENSMUST00000072079	ENSMUST00000048518
ENSMUST00000007042	ENSMUST00000001047
ENSMUST00000086199	ENSMUST00000066149
ENSMUST00000067327	ENSMUST00000135454
ENSMUST00000111329	ENSMUST00000072237
ENSMUST00000048043	ENSMUST00000115128
ENSMUST00000014505	ENSMUST00000078945
ENSMUST00000049501	ENSMUST00000052774
ENSMUST00000027139	ENSMUST00000040017
ENSMUST00000099126	ENSMUST00000044977
ENSMUST00000097709	ENSMUST00000113567
ENSMUST00000026858	ENSMUST00000107704
ENSMUST00000049460	ENSMUST00000023829
ENSMUST00000017904	ENSMUST00000002152
ENSMUST00000107618	ENSMUST00000109248
ENSMUST00000068054	ENSMUST00000082175
ENSMUST00000112932	ENSMUST00000061856
ENSMUST00000064139	ENSMUST00000099736
ENSMUST00000206570	ENSMUST00000155737
ENSMUST00000098614	ENSMUST00000036862
ENSMUST00000030456	ENSMUST00000110001
ENSMUST00000005067	ENSMUST00000169485
ENSMUST00000023151	ENSMUST00000188931
ENSMUST00000026839	ENSMUST00000022226
ENSMUST00000023550	ENSMUST00000058745
ENSMUST00000093813	ENSMUST00000041826
ENSMUST00000072519	ENSMUST00000102922
ENSMUST00000025393	ENSMUST00000092123
ENSMUST00000092048	ENSMUST00000137724
ENSMUST00000077175	ENSMUST00000051011
ENSMUST00000033169	ENSMUST00000120760
ENSMUST00000168218	ENSMUST00000019649
ENSMUST00000022901	ENSMUST00000109847
ENSMUST00000049887	ENSMUST00000128667
ENSMUST00000037064	ENSMUST00000036031
ENSMUST00000040077	ENSMUST00000113025
ENSMUST00000089622	ENSMUST00000032796
ENSMUST00000070726	ENSMUST00000044455
ENSMUST00000142395	ENSMUST00000094053
ENSMUST00000061405	ENSMUST00000100764
ENSMUST00000023869	ENSMUST00000215499
ENSMUST00000030547	ENSMUST00000021060
ENSMUST00000090413	ENSMUST00000034472
ENSMUST00000057023	ENSMUST00000033952
ENSMUST00000100335	ENSMUST00000046689
ENSMUST00000027495	ENSMUST00000038287
ENSMUST00000154032	ENSMUST00000037998
ENSMUST00000033992	ENSMUST00000065927
ENSMUST00000077693	ENSMUST00000031080
ENSMUST00000005493	ENSMUST00000084497
ENSMUST00000110648	ENSMUST00000028914
ENSMUST00000043397	ENSMUST00000044405
ENSMUST00000107425	ENSMUST00000033006
ENSMUST00000102826	ENSMUST00000040572
ENSMUST00000030860	ENSMUST00000070968
ENSMUST00000101801	ENSMUST00000073572
ENSMUST00000063717	ENSMUST00000064099
ENSMUST00000041859	ENSMUST00000000090
ENSMUST00000029803	ENSMUST00000107305
ENSMUST00000102855	ENSMUST00000042055
ENSMUST00000035661	ENSMUST00000062292
ENSMUST00000171808	ENSMUST00000164744
ENSMUST00000023453	ENSMUST00000058038
ENSMUST00000002790	ENSMUST00000038474
ENSMUST00000087916	ENSMUST00000069174
ENSMUST00000034848	ENSMUST00000007800
ENSMUST00000109587	ENSMUST00000028650
ENSMUST00000156291	ENSMUST00000115812
ENSMUST00000017153	ENSMUST00000015877
ENSMUST00000169309	ENSMUST00000046071
ENSMUST00000055241	ENSMUST00000167487
ENSMUST00000109553	ENSMUST00000042546
ENSMUST00000022204	ENSMUST00000100022
ENSMUST00000174302	ENSMUST00000004729
ENSMUST00000119953	ENSMUST00000107720
ENSMUST00000116403	ENSMUST00000209469
ENSMUST00000204778	ENSMUST00000114459
ENSMUST00000003310	ENSMUST00000042834
ENSMUST00000058437	ENSMUST00000026993
ENSMUST00000024749	ENSMUST00000034834
ENSMUST00000022345	ENSMUST00000061244
ENSMUST00000053871	ENSMUST00000165806
ENSMUST00000022704	ENSMUST00000002289
ENSMUST00000025682	ENSMUST00000111859
ENSMUST00000112747	ENSMUST00000055922
ENSMUST00000108068	ENSMUST00000065932
ENSMUST00000102985	ENSMUST00000201422
ENSMUST00000084885	ENSMUST00000097368
ENSMUST00000116468	ENSMUST00000177851
ENSMUST00000003461	ENSMUST00000028807
ENSMUST00000026710	ENSMUST00000138843
ENSMUST00000030734	ENSMUST00000033513
ENSMUST00000150268	ENSMUST00000006123
ENSMUST00000137467	ENSMUST00000034878
ENSMUST00000020695	ENSMUST00000087566
ENSMUST00000048391	ENSMUST00000045557
ENSMUST00000006301	ENSMUST00000144531
ENSMUST00000160289	ENSMUST00000112720
ENSMUST00000053317	ENSMUST00000026144
ENSMUST00000105827	ENSMUST00000177005
ENSMUST00000110199	ENSMUST00000003843
ENSMUST00000078090	ENSMUST00000125172
ENSMUST00000074733	ENSMUST00000001802
ENSMUST00000038608	ENSMUST00000045898
ENSMUST00000029024	ENSMUST00000140607
ENSMUST00000085585	ENSMUST00000022511
ENSMUST00000028105	ENSMUST00000026324
ENSMUST00000027475	ENSMUST00000045866
ENSMUST00000085720	ENSMUST00000068519
ENSMUST00000123572	ENSMUST00000071329
ENSMUST00000061611	ENSMUST00000052396
ENSMUST00000008812	ENSMUST00000029812
ENSMUST00000021554	ENSMUST00000112586
ENSMUST00000078053	ENSMUST00000114112
ENSMUST00000054212	ENSMUST00000015501
ENSMUST00000101070	ENSMUST00000112900
ENSMUST00000147147	ENSMUST00000060447
ENSMUST00000036273	ENSMUST00000065865
ENSMUST00000066264	ENSMUST00000110687
ENSMUST00000000769	ENSMUST00000109353
ENSMUST00000050480	ENSMUST00000105263
ENSMUST00000107257	ENSMUST00000108329
ENSMUST00000155671	ENSMUST00000099575
ENSMUST00000119201	ENSMUST00000015498
ENSMUST00000116578	ENSMUST00000047852
ENSMUST00000164375	ENSMUST00000125304
ENSMUST00000065308	ENSMUST00000115387
ENSMUST00000177371	ENSMUST00000056904
ENSMUST00000200659	ENSMUST00000022446
ENSMUST00000048188	ENSMUST00000005651
ENSMUST00000055808	ENSMUST00000090776
ENSMUST00000030360	ENSMUST00000065358
ENSMUST00000102581	ENSMUST00000063417
ENSMUST00000084434	ENSMUST00000018909
ENSMUST00000042471	ENSMUST00000068697
ENSMUST00000066888	ENSMUST00000030286
ENSMUST00000033494	ENSMUST00000034832
ENSMUST00000056391	ENSMUST00000143567
ENSMUST00000033621	ENSMUST00000020759
ENSMUST00000217570	ENSMUST00000048359
ENSMUST00000115330	ENSMUST00000015829
ENSMUST00000039725	ENSMUST00000182634
ENSMUST00000197748	ENSMUST00000078665
ENSMUST00000172818	ENSMUST00000093906
ENSMUST00000084731	ENSMUST00000150042
ENSMUST00000112610	ENSMUST00000117396
ENSMUST00000043848	ENSMUST00000107270
ENSMUST00000017604	ENSMUST00000068387
ENSMUST00000129564	ENSMUST00000084820
ENSMUST00000109736	ENSMUST00000062709
ENSMUST00000074371	ENSMUST00000151120
ENSMUST00000164119	ENSMUST00000094993
ENSMUST00000021077	ENSMUST00000077879
ENSMUST00000022925	ENSMUST00000081619
ENSMUST00000035925	ENSMUST00000076095
ENSMUST00000103146	ENSMUST00000193832
ENSMUST00000114792	ENSMUST00000150990
ENSMUST00000113229	ENSMUST00000001513
ENSMUST00000001452	ENSMUST00000031410
ENSMUST00000016569	ENSMUST00000109885
ENSMUST00000049257	ENSMUST00000171404
ENSMUST00000006035	ENSMUST00000075510
ENSMUST00000113792	ENSMUST00000060808
ENSMUST00000037473	ENSMUST00000053593
ENSMUST00000048432	ENSMUST00000085192
ENSMUST00000094065	ENSMUST00000183108
ENSMUST00000113146	ENSMUST00000067043
ENSMUST00000114748	ENSMUST00000050897
ENSMUST00000002452	ENSMUST00000179886
ENSMUST00000040583	ENSMUST00000034205
ENSMUST00000020446	ENSMUST00000088001
ENSMUST00000041830	ENSMUST00000054952
ENSMUST00000168720	ENSMUST00000110043
ENSMUST00000004968	ENSMUST00000109401
ENSMUST00000021685	ENSMUST00000037502
ENSMUST00000035934	ENSMUST00000206832
ENSMUST00000171797	ENSMUST00000167163
ENSMUST00000052678	ENSMUST00000028583
ENSMUST00000102590	ENSMUST00000026016
ENSMUST00000031534	ENSMUST00000035777
ENSMUST00000020381	ENSMUST00000038552
ENSMUST00000190574	ENSMUST00000054356
ENSMUST00000183404	ENSMUST00000055097
ENSMUST00000111117	ENSMUST00000122342
ENSMUST00000091142	ENSMUST00000102598
ENSMUST00000022613	ENSMUST00000165316
ENSMUST00000040518	ENSMUST00000045633
ENSMUST00000097419	ENSMUST00000100392
ENSMUST00000033342	ENSMUST00000042818
ENSMUST00000067476	ENSMUST00000062684
ENSMUST00000043814	ENSMUST00000027700
ENSMUST00000112046	ENSMUST00000167643
ENSMUST00000014546	ENSMUST00000092143
ENSMUST00000024873	ENSMUST00000168410
ENSMUST00000112248	ENSMUST00000033804
ENSMUST00000036004	ENSMUST00000020846
ENSMUST00000043195	ENSMUST00000091458
ENSMUST00000093157	ENSMUST00000099149
ENSMUST00000047815	ENSMUST00000015467
ENSMUST00000102484	ENSMUST00000105378
